,created_on,message,player
0,2016-08-15 19:01:33.065,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",brandt snedeker
0,2016-08-15 19:01:33.065,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",kevin na
0,2016-08-15 19:01:33.065,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",robert streb
0,2016-08-15 19:01:33.065,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",justin thomas
0,2016-08-15 19:01:33.065,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",camilo villegas
0,2016-08-15 19:01:33.065,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",wesley bryan
0,2016-08-15 19:01:33.065,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",rafa cabrera
0,2016-08-15 19:01:33.065,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",ryan moore
0,2016-08-15 19:05:09.573,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",bill haas
0,2016-08-15 19:05:09.573,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",keegan bradley
0,2016-08-15 19:05:09.573,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",david hearn
0,2016-08-15 19:05:09.573,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",chad campbell
0,2016-08-15 19:05:09.573,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",alex cejka
0,2016-08-15 19:05:09.573,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",brice garnett
0,2016-08-15 19:05:09.573,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",russell henley
0,2016-08-15 19:05:09.573,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",brian stuard
0,2016-08-15 19:05:09.573,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",william mcgirt
0,2016-08-15 19:05:09.573,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",jerry kelly
0,2016-08-15 19:05:09.573,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",tim wilkinson
0,2016-08-15 19:05:09.573,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",david toms
0,2016-08-15 19:05:09.573,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",kevin na
0,2016-08-15 19:05:09.573,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",ryan moore
0,2016-08-15 19:05:09.573,"Form, History, Trends &amp; Stats for the Wyndham Championship: https://t.co/M0YIMA4XIh",chez reavie
0,2016-08-16 13:18:07.701,William McGirt how do I love thee this week. Let me count the ways.....,william mcgirt
0,2016-08-16 13:22:47.497,Going with pure gut this week: Justin Thomas 45-1 Kevin Kisner 50-1 Morgan Hoffman 150-1 Cameron Smith 200-1,morgan hoffmann
0,2016-08-16 13:22:47.497,Going with pure gut this week: Justin Thomas 45-1 Kevin Kisner 50-1 Morgan Hoffman 150-1 Cameron Smith 200-1,kevin kisner
0,2016-08-16 13:22:47.497,Going with pure gut this week: Justin Thomas 45-1 Kevin Kisner 50-1 Morgan Hoffman 150-1 Cameron Smith 200-1,cameron smith
0,2016-08-16 13:22:47.497,Going with pure gut this week: Justin Thomas 45-1 Kevin Kisner 50-1 Morgan Hoffman 150-1 Cameron Smith 200-1,justin thomas
0,2016-08-16 13:25:05.387,Justin Thomas wins this week.,justin thomas
0,2016-08-16 13:30:15.108,Gone with @BHaasGolf at 28/1 in the @WyndhamChamp. Haas has four top tens at Sedgefield with no worse than sixth place in last two years,bill haas
0,2016-08-16 14:04:53.700,"I love me some #Norlander, but the day I ever pay over 6K for him will be never. I hope you all partake in Stenson lite this week.",cameron smith
0,2016-08-16 14:04:53.700,"I love me some #Norlander, but the day I ever pay over 6K for him will be never. I hope you all partake in Stenson lite this week.",webb simpson
0,2016-08-16 14:04:53.700,"I love me some #Norlander, but the day I ever pay over 6K for him will be never. I hope you all partake in Stenson lite this week.",henrik norlander
0,2016-08-16 14:04:53.700,"I love me some #Norlander, but the day I ever pay over 6K for him will be never. I hope you all partake in Stenson lite this week.",bill haas
0,2016-08-16 14:04:53.700,"I love me some #Norlander, but the day I ever pay over 6K for him will be never. I hope you all partake in Stenson lite this week.",rickie fowler
0,2016-08-16 17:25:29.660,"@RBaroff427 hey buddy.. Duff-man, Keegan or Kisner is cash this week? I'm leaning towards Duffner...",keegan bradley
0,2016-08-16 17:25:29.660,"@RBaroff427 hey buddy.. Duff-man, Keegan or Kisner is cash this week? I'm leaning towards Duffner...",roberto castro
0,2016-08-16 17:25:29.660,"@RBaroff427 hey buddy.. Duff-man, Keegan or Kisner is cash this week? I'm leaning towards Duffner...",cameron smith
0,2016-08-16 17:25:29.660,"@RBaroff427 hey buddy.. Duff-man, Keegan or Kisner is cash this week? I'm leaning towards Duffner...",kevin kisner
0,2016-08-16 17:25:29.660,"@RBaroff427 hey buddy.. Duff-man, Keegan or Kisner is cash this week? I'm leaning towards Duffner...",chez reavie
0,2016-08-16 17:25:29.660,"@RBaroff427 hey buddy.. Duff-man, Keegan or Kisner is cash this week? I'm leaning towards Duffner...",jason dufner
0,2016-08-16 17:43:30.055,Alex Cejka OUT at Wyndham Championship https://t.co/DB4Tlx0dY9,alex cejka
0,2016-08-16 17:50:13.911,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",stuart appleby
0,2016-08-16 17:50:13.911,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",jonas blixt
0,2016-08-16 17:50:13.911,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",roberto castro
0,2016-08-16 17:50:13.911,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",greg chalmers
0,2016-08-16 17:50:13.911,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",derek ernst
0,2016-08-16 17:50:13.911,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",michael kim
0,2016-08-16 17:50:13.911,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",chez reavie
0,2016-08-16 17:50:13.911,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",bryce molder
0,2016-08-16 17:50:13.911,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",seung yul
0,2016-08-16 17:50:13.911,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",cameron smith
0,2016-08-16 17:50:13.911,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",cameron tringale
0,2016-08-16 17:50:13.911,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",harold varner
0,2016-08-16 17:50:13.911,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",steve wheatcroft
0,2016-08-16 17:50:13.911,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",spencer levin
0,2016-08-16 18:01:41.151,#TinyThomas https://t.co/DAC56NecQQ,justin thomas
0,2016-08-16 22:31:42.599,"I'm e/w on Haas, Na &amp; Dufner at Wyndham this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",bill haas
0,2016-08-16 22:31:42.599,"I'm e/w on Haas, Na &amp; Dufner at Wyndham this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",kevin na
0,2016-08-16 22:31:42.599,"I'm e/w on Haas, Na &amp; Dufner at Wyndham this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",jason dufner
0,2016-08-16 23:00:11.299,"Might be relevant this week: https://t.co/ch3CCIlxV6 J Thomas, Garber, and Danny Lee. Michael Johnson also finished top 10 in '11 edition",danny lee
0,2016-08-16 23:00:11.299,"Might be relevant this week: https://t.co/ch3CCIlxV6 J Thomas, Garber, and Danny Lee. Michael Johnson also finished top 10 in '11 edition",michael johnson
0,2016-08-16 23:00:11.299,"Might be relevant this week: https://t.co/ch3CCIlxV6 J Thomas, Garber, and Danny Lee. Michael Johnson also finished top 10 in '11 edition",justin thomas
0,2016-08-16 23:00:11.299,"Might be relevant this week: https://t.co/ch3CCIlxV6 J Thomas, Garber, and Danny Lee. Michael Johnson also finished top 10 in '11 edition",joey garber
0,2016-08-16 23:21:39.138,"I don't care what stats or data you show me, I'm never paying $8,700 for McGirt when Justin Thomas is $8,600. Take my money.",justin thomas
0,2016-08-16 23:21:39.138,"I don't care what stats or data you show me, I'm never paying $8,700 for McGirt when Justin Thomas is $8,600. Take my money.",william mcgirt
0,2016-08-17 00:25:45.896,Ryan Moore after 4 career wins has never finished in Top 25. Will this be the first time he does?,ryan moore
0,2016-08-17 13:15:40.071,Safe to say these may be the fastest greens all year @WyndhamChamp https://t.co/CYpmpizvyD,jason dufner
0,2016-08-17 13:15:40.071,Safe to say these may be the fastest greens all year @WyndhamChamp https://t.co/CYpmpizvyD,martin piller
0,2016-08-17 13:15:40.071,Safe to say these may be the fastest greens all year @WyndhamChamp https://t.co/CYpmpizvyD,brandt snedeker
0,2016-08-17 14:16:08.107,@DoctorPhelps @KendoVT @DRogerCasey @HitTheHighDraw this is when I'd check out @futureoffantasy fast greens data...,camilo villegas
0,2016-08-17 14:16:08.107,@DoctorPhelps @KendoVT @DRogerCasey @HitTheHighDraw this is when I'd check out @futureoffantasy fast greens data...,shawn stefani
0,2016-08-17 14:16:08.107,@DoctorPhelps @KendoVT @DRogerCasey @HitTheHighDraw this is when I'd check out @futureoffantasy fast greens data...,russell henley
0,2016-08-17 14:54:11.020,"#WyndhamChampionship Long Shot Bets = Si Woo Kim 150/1, Reavie 175/1, Weekley 215/1, Huh 350/1",boo weekley
0,2016-08-17 14:54:11.020,"#WyndhamChampionship Long Shot Bets = Si Woo Kim 150/1, Reavie 175/1, Weekley 215/1, Huh 350/1",chez reavie
0,2016-08-17 14:54:11.020,"#WyndhamChampionship Long Shot Bets = Si Woo Kim 150/1, Reavie 175/1, Weekley 215/1, Huh 350/1",si woo
0,2016-08-17 14:54:11.020,"#WyndhamChampionship Long Shot Bets = Si Woo Kim 150/1, Reavie 175/1, Weekley 215/1, Huh 350/1",john huh
0,2016-08-17 15:01:45.112,Deep Sleeper Alert: Wes Roach Duke alum. Decent stats. Played well for a 4 week stretch earlier this summer. Past winner on the Web.,wes roach
0,2016-08-17 15:03:18.210,"Every time I try and click in Dufner, I have flashbacks to witnessing him miss every putt inside 5 feet on Sunday last year.",jason dufner
0,2016-08-17 18:18:43.235,"As much as I liked Ryan Moore this week and last week, he's notoriously bad following a win. Not a single good showing.",ryan moore
0,2016-08-17 18:19:32.961,"big on blayne barber top 20 and top 10 this week too, 4 out of 5 of his top tens on tour have come on bermuda, now made 5 straight cuts",blayne barber
0,2016-08-17 18:21:37.287,"No betting article... Kisner 56-1, Henley 50-1 main targets plus Dufner 66-1 , Barber 200-1, Castro 125-1, Harman 125-1, Cauley 100-1",kevin kisner
0,2016-08-17 18:21:37.287,"No betting article... Kisner 56-1, Henley 50-1 main targets plus Dufner 66-1 , Barber 200-1, Castro 125-1, Harman 125-1, Cauley 100-1",russell henley
0,2016-08-17 18:21:37.287,"No betting article... Kisner 56-1, Henley 50-1 main targets plus Dufner 66-1 , Barber 200-1, Castro 125-1, Harman 125-1, Cauley 100-1",jason dufner
0,2016-08-17 18:21:37.287,"No betting article... Kisner 56-1, Henley 50-1 main targets plus Dufner 66-1 , Barber 200-1, Castro 125-1, Harman 125-1, Cauley 100-1",bud cauley
0,2016-08-17 18:21:37.287,"No betting article... Kisner 56-1, Henley 50-1 main targets plus Dufner 66-1 , Barber 200-1, Castro 125-1, Harman 125-1, Cauley 100-1",roberto castro
0,2016-08-17 18:21:37.287,"No betting article... Kisner 56-1, Henley 50-1 main targets plus Dufner 66-1 , Barber 200-1, Castro 125-1, Harman 125-1, Cauley 100-1",blayne barber
0,2016-08-17 18:21:37.287,"No betting article... Kisner 56-1, Henley 50-1 main targets plus Dufner 66-1 , Barber 200-1, Castro 125-1, Harman 125-1, Cauley 100-1",brian harman
0,2016-08-17 18:30:50.172,David Toms OUT at the Wyndham Championship https://t.co/6ekk7l7y6x,david toms
0,2016-08-22 13:31:07.507,"Phil, Walker &amp; JB are popping off the page to me. I may need to reassess.",phil mickelson
0,2016-08-22 13:31:07.507,"Phil, Walker &amp; JB are popping off the page to me. I may need to reassess.",jimmy walker
0,2016-08-22 13:31:07.507,"Phil, Walker &amp; JB are popping off the page to me. I may need to reassess.",j.b. holmes
0,2016-08-22 13:44:00.785,Johnson Wagner going to enter The Barclays after back-to-back top-10s. He won the 2001 Met Open at Bethpage Black while still an amateur.,johnson wagner
0,2016-08-22 14:43:41.785,"Feels like Jim Furyk is going to win one of these playoff events. Probably not at Bethpage, but it's coming.",jim furyk
0,2016-08-22 18:08:57.274,"Field ▲ at @TheBarclaysGolf: OUT @anirbangolf IN none (no alternates in the Playoffs) Lahiri is 117th in FEC points, so he won't advance.",anirban lahiri
0,2016-08-22 18:10:57.307,"Going to be all over $10,800 Spieth",jordan spieth
0,2016-08-22 19:28:53.776,"Tons of good prices for The Barclays, but one looks particularly juicy... 🍔",daniel berger
0,2016-08-22 19:30:40.127,Ugh saw Fowler 55/1 on Bet365. Looked on 5d and Bovada both 40. Hopefully Bookmaker comes with the 55. @ me if you see US book with 50-55.,rickie fowler
0,2016-08-22 19:46:01.995,"Daniel Berger is going to be the highest owned guy this week, isn't he? #Cheap #Barclays",daniel berger
0,2016-08-22 20:27:25.936,"For all you $10,200 Webb truthers out there, you better play him at $6,000 this week. Apparently course history is worth about $4,000.",webb simpson
0,2016-08-23 13:22:29.176,"Similarly, Sneds god value at 40/1 with a 2nd place at Bethpage in 2012 &amp; 2 top 5s in his last 3 starts. #golf #bettingtip",brandt snedeker
0,2016-08-23 13:23:30.852,Bubba is good value at 40/1 for The Barclays with his stats. Had a top 10 at Bethpage in 2012 &amp; a top 10 last time out in Rio. #golf,bubba watson
0,2016-08-23 13:48:35.068,"Ricky Barnes: 2 Top 5s recently on bentgrass, finished 24th at Bethpage in '12, finished 2nd here in '09 US Open. $5800.",ricky barnes
0,2016-08-23 14:17:25.538,"RFO - Jeremy Chapman - Barclays Selections - 1.5ew Rose (25), 1.5ew Mickelson (33). 1ew Snedeker (40), 0.5ew Donald(100), 0.5ew Watson (50)",brandt snedeker
0,2016-08-23 14:17:25.538,"RFO - Jeremy Chapman - Barclays Selections - 1.5ew Rose (25), 1.5ew Mickelson (33). 1ew Snedeker (40), 0.5ew Donald(100), 0.5ew Watson (50)",phil mickelson
0,2016-08-23 14:17:25.538,"RFO - Jeremy Chapman - Barclays Selections - 1.5ew Rose (25), 1.5ew Mickelson (33). 1ew Snedeker (40), 0.5ew Donald(100), 0.5ew Watson (50)",luke donald
0,2016-08-23 14:17:25.538,"RFO - Jeremy Chapman - Barclays Selections - 1.5ew Rose (25), 1.5ew Mickelson (33). 1ew Snedeker (40), 0.5ew Donald(100), 0.5ew Watson (50)",justin rose
0,2016-08-23 14:17:25.538,"RFO - Jeremy Chapman - Barclays Selections - 1.5ew Rose (25), 1.5ew Mickelson (33). 1ew Snedeker (40), 0.5ew Donald(100), 0.5ew Watson (50)",bubba watson
0,2016-08-23 15:08:12.578,"Hudson Swafford is 198th in SG Around the green. 67th or better in SG Off the Tee, Approach the Green &amp; Putting. That has to be correctable.",hudson swafford
0,2016-08-23 15:18:08.262,One ball one coconut job at the Barclay's. Jimmy Walker.,jimmy walker
0,2016-08-23 16:38:11.507,@bowdo83 Bowdo - who wins this weekend's Barclays?,jason day
0,2016-08-23 17:03:08.871,Are people sleeping on Hideki this week? Last 10 weeks (most recent first): T3 T4 CUT T42 CUT CUT T7 T11 T7 T6 #PGA #DFS,hideki matsuyama
0,2016-08-23 19:21:13.261,An interesting fact about Charl Schwartzel in 2016. He has only shot under par 4 times in 13 opening rounds. 1 even round. Rest are all over,charl schwartzel
0,2016-08-23 23:55:47.207,Jhonny Vegas..... 180-1 Talk about ZERO respect,jhonattan vegas
0,2016-08-24 00:01:29.223,"Don't overlook Ryan Moore this week. Loves this course, playing well, and will be under 10% owned everywhere.",ryan moore
0,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,patrick reed
0,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,rickie fowler
0,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,jordan spieth
0,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,matt kuchar
0,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,brooks koepka
0,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,jason day
0,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,charles howell
0,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,jamie lovemark
0,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,phil mickelson
0,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,brandt snedeker
0,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,dustin johnson
0,2016-08-24 00:32:39.684,"#TheBarclays Long Shot Bets: Vegas 150/1, Stefani 250/1, Glover 150/1.",jhonattan vegas
0,2016-08-24 00:32:39.684,"#TheBarclays Long Shot Bets: Vegas 150/1, Stefani 250/1, Glover 150/1.",shawn stefani
0,2016-08-24 00:32:39.684,"#TheBarclays Long Shot Bets: Vegas 150/1, Stefani 250/1, Glover 150/1.",lucas glover
0,2016-08-24 11:29:40.718,"Jim Furyk 4/1 for a top 10, needs a good week to be playing next week.",jim furyk
0,2016-08-24 11:32:41.732,"Racing Post - Steve Palmer - Barclays:4 win D Johnson(10), 1ew Oosthuizen (60), 1ew Horschel (100), 1ew Matsuyama (30), 0.5ew Woodland (125)",louis oosthuizen
0,2016-08-24 11:32:41.732,"Racing Post - Steve Palmer - Barclays:4 win D Johnson(10), 1ew Oosthuizen (60), 1ew Horschel (100), 1ew Matsuyama (30), 0.5ew Woodland (125)",hideki matsuyama
0,2016-08-24 11:32:41.732,"Racing Post - Steve Palmer - Barclays:4 win D Johnson(10), 1ew Oosthuizen (60), 1ew Horschel (100), 1ew Matsuyama (30), 0.5ew Woodland (125)",billy horschel
0,2016-08-24 11:32:41.732,"Racing Post - Steve Palmer - Barclays:4 win D Johnson(10), 1ew Oosthuizen (60), 1ew Horschel (100), 1ew Matsuyama (30), 0.5ew Woodland (125)",dustin johnson
0,2016-08-24 11:32:41.732,"Racing Post - Steve Palmer - Barclays:4 win D Johnson(10), 1ew Oosthuizen (60), 1ew Horschel (100), 1ew Matsuyama (30), 0.5ew Woodland (125)",gary woodland
0,2016-08-30 00:34:29.285,.@DBChampionship morning update: 99 of 100 in the field (Danny Willett). #FedExCup #PGATOUR,kevin na
0,2016-08-30 00:43:24.352,"Happy Sean O'Hair chalk week, guys.",sean o'hair
0,2016-08-30 00:53:10.040,Backed @Chris_Kirk_ at a whopping 219/1 in the @DBChampionship. Looks a huge price on the 2014 champion. Never worse than 35th at the event,chris kirk
0,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,harold varner
0,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,brendan steele
0,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,ryan palmer
0,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,phil mickelson
0,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,rory mcilroy
0,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,charles howell
0,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,jason day
0,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,alex cejka
0,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,dustin johnson
0,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,adam scott
0,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,jordan spieth
0,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,rickie fowler
0,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,patrick reed
0,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,bubba watson
0,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,gary woodland
0,2016-08-30 11:33:27.090,Like Charley Hoffman at 119/1 in the @DBChampionship. Hoffman finished strongly yesterday and has a win and third place at this tournament,charley hoffman
0,2016-08-30 11:34:20.152,"I have to take Grillo again this week, at 50's. The kid just keeps improving!",emiliano grillo
0,2016-08-30 12:14:45.061,Lipsky &amp; Canizares in Switzerland and Reed and Woodland in the US for me this week. #golf #betting #tips,gary woodland
0,2016-08-30 12:14:45.061,Lipsky &amp; Canizares in Switzerland and Reed and Woodland in the US for me this week. #golf #betting #tips,patrick reed
0,2016-08-30 12:17:47.912,🔥🔥🔥Takes from The Daily Contrarian dropping now👍@bradmessersmith @nelson_admiral @wedge2424 @IPODToddS @NateKnocks https://t.co/6aWKbo982Q,justin thomas
0,2016-08-30 12:17:47.912,🔥🔥🔥Takes from The Daily Contrarian dropping now👍@bradmessersmith @nelson_admiral @wedge2424 @IPODToddS @NateKnocks https://t.co/6aWKbo982Q,adam scott
0,2016-08-30 12:22:01.983,Brooks Koepka at 8700 probably the highest owned this week,tony finau
0,2016-08-30 12:22:01.983,Brooks Koepka at 8700 probably the highest owned this week,brooks koepka
0,2016-08-30 16:28:15.126,"After landing a 50/1 winner with headline pick Patrick Reed last week, here's my Deutsche Bank preview for @Betfair https://t.co/kHfrWRmuji",gary woodland
0,2016-08-30 16:28:15.126,"After landing a 50/1 winner with headline pick Patrick Reed last week, here's my Deutsche Bank preview for @Betfair https://t.co/kHfrWRmuji",sean o'hair
0,2016-08-30 16:28:15.126,"After landing a 50/1 winner with headline pick Patrick Reed last week, here's my Deutsche Bank preview for @Betfair https://t.co/kHfrWRmuji",charley hoffman
0,2016-08-30 16:38:17.288,Jordan Spieth still trying to find secret to poa annua https://t.co/iVAVVArAV2,jordan spieth
0,2016-08-30 19:17:14.044,Two cheap guys I think will do well: Summerhays and Hadwin. I really like Hadwin this week. #dfs #DBChampionship,daniel summerhays
0,2016-08-30 19:17:14.044,Two cheap guys I think will do well: Summerhays and Hadwin. I really like Hadwin this week. #dfs #DBChampionship,adam hadwin
0,2016-08-30 19:17:14.044,Two cheap guys I think will do well: Summerhays and Hadwin. I really like Hadwin this week. #dfs #DBChampionship,branden grace
0,2016-08-30 21:58:04.365,"Shot link data visuals are updated, can see why I think Koepka's injury is bothering him.. has struggled off the tee https://t.co/4TplRvdzK7",brooks koepka
0,2016-08-30 22:00:01.346,"If I'm Mr Mustachio (Wagner) this week has to be the most stressful of the year.. 69th in FECR, top 70 move on to 2 no cut events",johnson wagner
0,2016-08-30 22:02:54.692,TPC Boston is taxing on the mental game. Consider this when making your selections this week. :),jordan spieth
0,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",alex cejka
0,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",adam hadwin
0,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",jim herman
0,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",john huh
0,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",jason kokrak
0,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",jamie lovemark
0,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",ben martin
0,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",phil mickelson
0,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",charl schwartzel
0,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",vijay singh
0,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",daniel summerhays
0,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",hudson swafford
0,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",tyrone van
0,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",william mcgirt
0,2016-08-31 10:54:08.613,Adam Scott too big at 24 for #DeutscheBank . Cracking form in long game and been straightening out putting with coach since Sunday,adam scott
